country,region,year,forecast_year,predicted_conflict_probability,predicted_probability_percent,risk_level,risk_level_description,predicted_conflict_next_year,target_conflict_next_year,prediction_result,main_explanation_groups,top_positive_factors,top_negative_factors,short_explanation,explanation_text,technical_warning
Mongolia,Asia,2023,2024,0.0319774868713953,3.2%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento populacional anual; inflação anual; PIB per capita,anos desde o último conflito; crescimento anual do PIB; matrícula no ensino secundário,"Mongolia: 3.2% de risco estimado para 2024, classificado como risco muito baixo.","Para Mongolia, o modelo estimou 3.2% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; inflação anual; PIB per capita. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento anual do PIB; matrícula no ensino secundário.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Grenada,Americas,2023,2024,0.0319406484113319,3.2%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,,anos desde o último conflito; crescimento populacional anual; crescimento anual do PIB,"Grenada: 3.2% de risco estimado para 2024, classificado como risco muito baixo.","Para Grenada, o modelo estimou 3.2% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; crescimento anual do PIB.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Kazakhstan,Asia,2023,2024,0.031647941925444,3.2%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento populacional anual; inflação anual; população total,anos desde o último conflito; crescimento anual do PIB; PIB per capita,"Kazakhstan: 3.2% de risco estimado para 2024, classificado como risco muito baixo.","Para Kazakhstan, o modelo estimou 3.2% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; inflação anual; população total. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento anual do PIB; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Netherlands,Europe,2023,2024,0.0314787503297624,3.1%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento anual do PIB; desemprego; população total,PIB per capita; matrícula no ensino secundário; crescimento populacional anual,"Netherlands: 3.1% de risco estimado para 2024, classificado como risco muito baixo.","Para Netherlands, o modelo estimou 3.1% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; desemprego; população total. Sinais que reduziram a estimativa no modelo: PIB per capita; matrícula no ensino secundário; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Vanuatu,Asia,2023,2024,0.0313662672553133,3.1%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento populacional anual; crescimento anual do PIB; PIB per capita,anos desde o último conflito; matrícula no ensino secundário; população total,"Vanuatu: 3.1% de risco estimado para 2024, classificado como risco muito baixo.","Para Vanuatu, o modelo estimou 3.1% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; crescimento anual do PIB; PIB per capita. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; matrícula no ensino secundário; população total.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Seychelles,Africa,2023,2024,0.0306778755792149,3.1%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,matrícula no ensino secundário; crescimento anual do PIB,anos desde o último conflito; crescimento populacional anual; PIB per capita,"Seychelles: 3.1% de risco estimado para 2024, classificado como risco muito baixo.","Para Seychelles, o modelo estimou 3.1% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; crescimento anual do PIB. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Samoa (Western Samoa),Asia,2023,2024,0.0297367735121438,3.0%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,PIB per capita; inflação anual; desemprego,anos desde o último conflito; crescimento anual do PIB; crescimento populacional anual,"Samoa (Western Samoa): 3.0% de risco estimado para 2024, classificado como risco muito baixo.","Para Samoa (Western Samoa), o modelo estimou 3.0% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: PIB per capita; inflação anual; desemprego. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento anual do PIB; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Saint Lucia,Americas,2023,2024,0.0294827305283897,2.9%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,matrícula no ensino secundário; crescimento anual do PIB,anos desde o último conflito; crescimento populacional anual; PIB per capita,"Saint Lucia: 2.9% de risco estimado para 2024, classificado como risco muito baixo.","Para Saint Lucia, o modelo estimou 2.9% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; crescimento anual do PIB. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Belarus,Europe,2023,2024,0.0289216546085373,2.9%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,desemprego; gasto militar como percentual do PIB; população urbana,anos desde o último conflito; crescimento populacional anual; crescimento anual do PIB,"Belarus: 2.9% de risco estimado para 2024, classificado como risco muito baixo.","Para Belarus, o modelo estimou 2.9% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: desemprego; gasto militar como percentual do PIB; população urbana. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; crescimento anual do PIB.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Fiji,Asia,2023,2024,0.0281017039209504,2.8%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,PIB per capita,anos desde o último conflito; crescimento anual do PIB; crescimento populacional anual,"Fiji: 2.8% de risco estimado para 2024, classificado como risco muito baixo.","Para Fiji, o modelo estimou 2.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: PIB per capita. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento anual do PIB; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Marshall Islands,Asia,2023,2024,0.0280789827461973,2.8%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; matrícula no ensino secundário; PIB per capita,anos desde o último conflito; crescimento populacional anual; população total,"Marshall Islands: 2.8% de risco estimado para 2024, classificado como risco muito baixo.","Para Marshall Islands, o modelo estimou 2.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; matrícula no ensino secundário; PIB per capita. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; população total.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Czech Republic,Europe,2023,2024,0.0280677624442509,2.8%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; crescimento populacional anual; desemprego,anos desde o último conflito; PIB per capita; matrícula no ensino secundário,"Czech Republic: 2.8% de risco estimado para 2024, classificado como risco muito baixo.","Para Czech Republic, o modelo estimou 2.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; crescimento populacional anual; desemprego. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; matrícula no ensino secundário.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Bulgaria,Europe,2023,2024,0.0279546922427285,2.8%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; inflação anual; gasto militar como percentual do PIB,anos desde o último conflito; crescimento populacional anual; PIB per capita,"Bulgaria: 2.8% de risco estimado para 2024, classificado como risco muito baixo.","Para Bulgaria, o modelo estimou 2.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; inflação anual; gasto militar como percentual do PIB. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Qatar,Middle East,2023,2024,0.0276532213716117,2.8%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento anual do PIB; desemprego; população urbana,PIB per capita; crescimento populacional anual; matrícula no ensino secundário,"Qatar: 2.8% de risco estimado para 2024, classificado como risco muito baixo.","Para Qatar, o modelo estimou 2.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; desemprego; população urbana. Sinais que reduziram a estimativa no modelo: PIB per capita; crescimento populacional anual; matrícula no ensino secundário.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Chile,Americas,2023,2024,0.0275831664992067,2.8%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; população total; inflação anual,anos desde o último conflito; matrícula no ensino secundário; PIB per capita,"Chile: 2.8% de risco estimado para 2024, classificado como risco muito baixo.","Para Chile, o modelo estimou 2.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; população total; inflação anual. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; matrícula no ensino secundário; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Mauritius,Africa,2023,2024,0.0274805536371683,2.7%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,inflação anual,anos desde o último conflito; crescimento populacional anual; crescimento anual do PIB,"Mauritius: 2.7% de risco estimado para 2024, classificado como risco muito baixo.","Para Mauritius, o modelo estimou 2.7% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: inflação anual. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; crescimento anual do PIB.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Estonia,Europe,2023,2024,0.0273009026699373,2.7%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; crescimento populacional anual; gasto militar como percentual do PIB,anos desde o último conflito; PIB per capita; matrícula no ensino secundário,"Estonia: 2.7% de risco estimado para 2024, classificado como risco muito baixo.","Para Estonia, o modelo estimou 2.7% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; crescimento populacional anual; gasto militar como percentual do PIB. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; matrícula no ensino secundário.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Palau,Asia,2023,2024,0.0268930154659169,2.7%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; inflação anual; população urbana,anos desde o último conflito; crescimento populacional anual; PIB per capita,"Palau: 2.7% de risco estimado para 2024, classificado como risco muito baixo.","Para Palau, o modelo estimou 2.7% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; inflação anual; população urbana. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Latvia,Europe,2023,2024,0.026855016414194,2.7%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; gasto militar como percentual do PIB; inflação anual,anos desde o último conflito; PIB per capita; crescimento populacional anual,"Latvia: 2.7% de risco estimado para 2024, classificado como risco muito baixo.","Para Latvia, o modelo estimou 2.7% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; gasto militar como percentual do PIB; inflação anual. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Lithuania,Europe,2023,2024,0.026416429221392,2.6%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; crescimento populacional anual; gasto militar como percentual do PIB,anos desde o último conflito; PIB per capita; matrícula no ensino secundário,"Lithuania: 2.6% de risco estimado para 2024, classificado como risco muito baixo.","Para Lithuania, o modelo estimou 2.6% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; crescimento populacional anual; gasto militar como percentual do PIB. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; matrícula no ensino secundário.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Dominica,Americas,2023,2024,0.0264114297385566,2.6%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,população urbana,anos desde o último conflito; crescimento populacional anual; matrícula no ensino secundário,"Dominica: 2.6% de risco estimado para 2024, classificado como risco muito baixo.","Para Dominica, o modelo estimou 2.6% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: população urbana. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; matrícula no ensino secundário.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Tuvalu,Asia,2023,2024,0.0260766819045528,2.6%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,PIB per capita; matrícula no ensino secundário; população urbana,anos desde o último conflito; crescimento populacional anual; crescimento anual do PIB,"Tuvalu: 2.6% de risco estimado para 2024, classificado como risco muito baixo.","Para Tuvalu, o modelo estimou 2.6% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: PIB per capita; matrícula no ensino secundário; população urbana. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; crescimento anual do PIB.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Hungary,Europe,2023,2024,0.0256458415283678,2.6%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; inflação anual; gasto militar como percentual do PIB,anos desde o último conflito; crescimento populacional anual; PIB per capita,"Hungary: 2.6% de risco estimado para 2024, classificado como risco muito baixo.","Para Hungary, o modelo estimou 2.6% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; inflação anual; gasto militar como percentual do PIB. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Brunei,Asia,2023,2024,0.0254695103836335,2.5%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; gasto militar como percentual do PIB; matrícula no ensino secundário,anos desde o último conflito; PIB per capita; crescimento populacional anual,"Brunei: 2.5% de risco estimado para 2024, classificado como risco muito baixo.","Para Brunei, o modelo estimou 2.5% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; gasto militar como percentual do PIB; matrícula no ensino secundário. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Montenegro,Europe,2023,2024,0.0254660439739757,2.5%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,inflação anual; população urbana,anos desde o último conflito; crescimento populacional anual; crescimento anual do PIB,"Montenegro: 2.5% de risco estimado para 2024, classificado como risco muito baixo.","Para Montenegro, o modelo estimou 2.5% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: inflação anual; população urbana. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; crescimento anual do PIB.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Slovakia,Europe,2023,2024,0.0250810543343175,2.5%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; inflação anual; matrícula no ensino secundário,anos desde o último conflito; PIB per capita; crescimento populacional anual,"Slovakia: 2.5% de risco estimado para 2024, classificado como risco muito baixo.","Para Slovakia, o modelo estimou 2.5% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; inflação anual; matrícula no ensino secundário. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Antigua & Barbuda,Americas,2023,2024,0.0241133388180375,2.4%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB,anos desde o último conflito; PIB per capita; matrícula no ensino secundário,"Antigua & Barbuda: 2.4% de risco estimado para 2024, classificado como risco muito baixo.","Para Antigua & Barbuda, o modelo estimou 2.4% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; matrícula no ensino secundário.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
South Korea,Asia,2023,2024,0.0235185875692553,2.4%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; população total; desemprego,anos desde o último conflito; PIB per capita; crescimento populacional anual,"South Korea: 2.4% de risco estimado para 2024, classificado como risco muito baixo.","Para South Korea, o modelo estimou 2.4% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; população total; desemprego. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Japan,Asia,2023,2024,0.0232624286784286,2.3%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,população total; crescimento anual do PIB; desemprego,anos desde o último conflito; PIB per capita; crescimento populacional anual,"Japan: 2.3% de risco estimado para 2024, classificado como risco muito baixo.","Para Japan, o modelo estimou 2.3% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: população total; crescimento anual do PIB; desemprego. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Greece,Europe,2023,2024,0.0225728904550336,2.3%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; gasto militar como percentual do PIB; população total,anos desde o último conflito; crescimento populacional anual; PIB per capita,"Greece: 2.3% de risco estimado para 2024, classificado como risco muito baixo.","Para Greece, o modelo estimou 2.3% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; gasto militar como percentual do PIB; população total. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; crescimento populacional anual; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Barbados,Americas,2023,2024,0.0224942035483381,2.2%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB,anos desde o último conflito; PIB per capita; crescimento populacional anual,"Barbados: 2.2% de risco estimado para 2024, classificado como risco muito baixo.","Para Barbados, o modelo estimou 2.2% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Portugal,Europe,2023,2024,0.0219837101250701,2.2%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento populacional anual; população total,anos desde o último conflito; matrícula no ensino secundário; PIB per capita,"Portugal: 2.2% de risco estimado para 2024, classificado como risco muito baixo.","Para Portugal, o modelo estimou 2.2% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; população total. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; matrícula no ensino secundário; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Bahamas,Americas,2023,2024,0.0216279034916775,2.2%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,matrícula no ensino secundário; população urbana,anos desde o último conflito; PIB per capita; crescimento populacional anual,"Bahamas: 2.2% de risco estimado para 2024, classificado como risco muito baixo.","Para Bahamas, o modelo estimou 2.2% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; população urbana. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Uruguay,Americas,2023,2024,0.0214599863743793,2.1%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; gasto militar como percentual do PIB; população urbana,anos desde o último conflito; matrícula no ensino secundário; PIB per capita,"Uruguay: 2.1% de risco estimado para 2024, classificado como risco muito baixo.","Para Uruguay, o modelo estimou 2.1% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; gasto militar como percentual do PIB; população urbana. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; matrícula no ensino secundário; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
